x,y,z
2.5400851101,5.9010109614,5.4835549114
2.5424586935,5.9014049658,5.4846264527
2.5868607248,5.9233932137,5.4910903126
2.6054448935,5.9238863213,5.4998096467
2.615758955,5.9455786807,5.5117451951
2.6488940872,6.0206675968,5.5160030699
2.6527363113,6.0471985412,5.5501583619
2.6632070726,6.0879332099,5.5718908331
2.6761798425,6.0905001421,5.5955270972
2.6900450506,6.0946733559,5.6331926811
2.7971221476,6.1016015901,5.6407503366
2.8700559581,6.1231554977,5.6479419864
2.881531829,6.1232292594,5.7065799778
2.8999179517,6.1254971608,5.7288435393
3.0842056167,6.1764051165,5.743307517
3.1003346325,6.1988112163,5.8234998669
3.1731007016,6.220602923,5.8272471673
3.1901221912,6.2343255452,5.8416267679
3.1962982623,6.260994051,5.8788461258
3.2424575521,6.2806038552,5.917532238
3.2782477107,6.2834567334,5.94766319
3.3181584614,6.3087193564,5.9530741944
3.3851190021,6.3127925235,5.9707404595
3.410729069,6.3219833862,5.9944365761
3.43104797,6.3375254035,6.0462991741
3.4651686064,6.3461142074,6.0580869232
3.5042472339,6.3549321318,6.0588050209
3.6818236951,6.3605643419,6.0765806101
3.7327036817,6.4158182007,6.090887758
3.8073140969,6.4399366844,6.1456755442
3.8859761379,6.4447024797,6.1499749708
3.9755066778,6.5203891595,6.1600307242
3.9966131315,6.5731594738,6.2840492424
4.0546032163,6.5811961263,6.345054065
4.0773136546,6.5991218029,6.3481199458
4.1271171308,6.6244408941,6.382718588
4.2219806912,6.6294321548,6.5208752061
4.2338868588,6.6544295054,6.5292775704
4.2375713523,6.6956237929,6.5612183013
4.2510151169,6.7103645732,6.6219623501
4.3160767181,6.733271477,6.6485416496
4.3219150492,6.7335630125,6.7361116376
4.4198009611,6.745193,6.7922620677
4.4237256712,6.7814374362,6.8057156816
4.5501120191,6.7994836234,6.8819859688
4.5815425699,6.8062937587,6.9090390343
4.6702432668,6.811720078,6.9286930743
4.7114508818,6.8317472643,6.9900463573
4.7323728555,6.847936646,6.9930058798
4.7664752762,6.8959195413,7.0072329745
4.8624256241,6.9171520923,7.0511005135
4.8809423424,6.9314521951,7.0803159286
4.9426733243,6.9636876812,7.092548751
4.9964899231,6.9697656416,7.098664221
5.2330889231,7.0026806662,7.1224853118
5.2670102556,7.0455493014,7.1347215217
5.4772847646,7.0460042682,7.2313129146
5.4889378,7.0511225558,7.233340008
5.5273983474,7.0547630263,7.2474310094
5.5578521121,7.1188379534,7.260549097
5.5603101295,7.1631224131,7.2630632789
5.5794726385,7.1735475227,7.2639078743
5.6495343701,7.2227154404,7.2841649777
5.6557847268,7.2474823767,7.2927115145
5.6821554366,7.282417126,7.341331682
5.7051218557,7.2857869894,7.3429432287
5.8064547909,7.3146176508,7.467972769
5.8333104904,7.3276849132,7.4720495324
5.8450238582,7.3943861335,7.5155059471
5.8644465919,7.4082928899,7.5565768193
6.1280234887,7.4185894836,7.5587002293
6.1375345729,7.4439882176,7.561399129
6.1487876636,7.4536855641,7.5805722871
6.18282364,7.5137584554,7.6720070473
6.309212221,7.5656136895,7.6991152151
6.370911209,7.5991100873,7.715767234
6.5034488832,7.6281614134,7.722321206
6.5474154237,7.6448923254,7.7370522331
6.5751917794,7.6586052679,7.8285263331
6.6197319698,7.6653971867,7.8314497098
6.6460136804,7.743694882,7.8320512329
6.6721057834,7.7860513428,7.8791806464
6.7034551704,7.8078255414,7.9112257109
6.8105843987,7.8138496193,7.9167358988
6.8603178758,7.8346558034,8.0396167489
6.8612800075,7.8477398469,8.1178806977
6.8983763732,7.8623685203,8.2170276945
6.9267903366,7.8661250933,8.3485585186
6.9533443128,7.870595871,8.3708598081
7.0544807763,7.8724171979,8.4668480107
7.0840412597,7.8729351623,8.5875238414
7.188863158,7.8810023468,8.6599404128
7.193448518,7.8903176613,8.7245639984
7.2141396376,7.9104518382,8.7622765544
7.2682864979,7.9308303213,8.7797955249
7.2718331364,7.9316173069,8.7846675433
7.3371544466,7.9422082991,8.8130861925
7.3523110432,7.9813527041,8.8190544244
7.3775644717,7.9879739505,8.8647724991
7.3887794914,8.0032670929,8.902071251
7.4461287546,8.0100779047,8.9361159962
7.5154066138,8.0153306871,8.9660998212
7.5445258596,8.0542544697,9.0029853551
7.5591092978,8.0808264282,9.0157692631
7.5643935981,8.1115490417,9.0339601978
7.6965351309,8.135167321,9.0530122531
7.731225548,8.1568681629,9.1091112374
7.7581299736,8.1573649115,9.118623171
7.766184498,8.1620546971,9.1450233387
7.7722395232,8.1638623901,9.1541520137
7.7777329977,8.2008119831,9.3204272288
7.8325780216,8.2263876901,9.4089074209
8.0297012367,8.2350645542,9.4261572733
8.0811458602,8.2457219966,9.4677292774
8.0967327984,8.2795434454,9.5048477381
8.1031018241,8.2844601529,9.5850519994
8.125893411,8.3125283561,9.5936265912
8.172953378,8.3145588184,9.6326591186
8.2205180625,8.3190190416,9.7796688742
8.2212892034,8.3471129926,9.7977275379
8.2712643665,8.3818659116,9.8519305809
8.3209935189,8.3821379511,9.8816272436
8.3420207582,8.3868397225,9.913276131
8.3521919231,8.4284852902,9.9556139666
8.376658795,8.4368512907,9.9641211161
8.3906352781,8.4493833417,10.0478326568
8.4314257509,8.4752728409,10.0773991989
8.4382186438,8.4781201769,10.1037152179
8.5088414325,8.5126021067,10.1128253552
8.5259151458,8.5383712986,10.1199266539
8.5631277427,8.5678710498,10.120654772
8.5676827297,8.5813767768,10.1732961111
8.5718272139,8.5902076334,10.2107210501
8.5972817565,8.6311096769,10.2262068479
8.6787962033,8.6467977867,10.2391167382
8.6915086979,8.6718254192,10.3479703681
8.8380641222,8.6721933883,10.3497626847
8.8439573107,8.6880932958,10.4223556079
8.8561149961,8.6949011865,10.432874532
8.8897731687,8.711433888,10.4811771522
8.972985396,8.7146278087,10.5014887877
9.1283095016,8.7428190616,10.5574754612
9.1673525762,8.8667401275,10.5706543206
9.1934878836,8.892794177,10.6074627738
9.197482695,8.896994794,10.6191487649
9.2035369734,8.9200303453,10.6430690284
9.2524224433,8.9446398556,10.6872069678
9.2590962371,8.9656390547,10.759924694
9.278560415,9.0227717713,10.8027837532
9.3591948493,9.083374232,10.8283855933
9.3767406776,9.0997135029,10.8895433933
9.4092640209,9.1010814643,10.9564456099
9.4275724036,9.143127771,11.1318135715
9.4396041962,9.1481248908,11.144473978
9.4433244592,9.1535795063,11.1927613893
9.4446322681,9.1636089952,11.2011877584
9.5846708015,9.1758420024,11.2068032027
9.5902591353,9.184192239,11.2809733843
9.5954743538,9.1940498989,11.2991504707
9.6249024215,9.2165421454,11.341758862
9.6373957884,9.2447283509,11.3849822415
9.6389312465,9.2526626007,11.3878473369
9.6587245856,9.2528502597,11.3973552172
9.6666162371,9.2568017728,11.4163306543
9.6717170764,9.2687677639,11.4299387213
9.6720284985,9.3001079473,11.4426782866
9.760539796,9.3076320233,11.4808373663
9.7633158845,9.3343853831,11.4994901697
9.7819271704,9.341059808,11.6151104615
9.8075181354,9.3625027952,11.6191194808
9.811375709,9.3821837044,11.6203703646
9.8452058382,9.4551963311,11.6655191831
9.8529839305,9.4595375864,11.6726481905
9.9079389896,9.4599659365,11.6998878103
9.9140040077,9.4705721567,11.7858934279
9.9472990352,9.5240797468,11.8435703386
9.9520502157,9.5282988771,11.8621726792
9.9668216549,9.5449880199,11.9722711663
9.9705675099,9.5692254224,12.0254777754
10.0235852891,9.5720595638,12.0588536972
10.0411026757,9.5984111355,12.0673765916
10.0413817069,9.6309644837,12.0989628139
10.0466657693,9.6622546483,12.1148316987
10.1355469903,9.6788696864,12.1179542749
10.1577224997,9.6896058932,12.1691702395
10.1664550902,9.7007025723,12.169526363
10.2051195273,9.7041883499,12.1953818397
10.262840678,9.7134355894,12.2473267601
10.3230894836,9.7310108133,12.2587657298
10.3291102551,9.7497410046,12.3295615298
10.3674727823,9.7621673259,12.3636707721
10.3726366456,9.7796636505,12.3914726984
10.3855581873,9.7972015382,12.39416035
10.3928038998,9.8272141742,12.5042228131
10.4035649689,9.8549093443,12.5748058309
10.4044078463,9.8804908658,12.6270045357
10.4177029153,9.9038621952,12.6584152175
10.429060061,9.9738534256,12.7352615774
10.4346029234,9.9768833233,12.7481982178
10.4356139609,9.9773279044,12.7691679273
10.4435207419,9.9831851899,12.7703614018
10.4494583628,10.0149010957,12.7902331603
10.4798180465,10.0160191645,12.8349865196
10.4920113723,10.0208594419,12.8476211569
10.4962078697,10.0362857073,12.9067209529
10.5251853413,10.0675901178,12.9356513133
10.5633089196,10.0767054288,12.969042238
10.5848598701,10.1773733338,12.9756927154
10.5886563578,10.1867120722,12.9809239922
10.5903947172,10.1932466534,12.9950799956
10.6033692827,10.2295940114,13.0810004108
10.6154589662,10.2438703306,13.1327877937
10.6266577359,10.2533493793,13.1911245324
10.6296357566,10.2859645665,13.3485098129
10.6408429775,10.3904645463,13.3785761085
10.6424523298,10.4167992101,13.4367392466
10.6465910962,10.4227649384,13.4782689612
10.6525478121,10.5157750598,13.4803407066
10.6555637691,10.5196579758,13.4884904356
10.7327167126,10.5335053276,13.558502991
10.7629906796,10.5586540074,13.5908376528
10.7864043514,10.571290391,13.6162199154
10.8003713087,10.6248651924,13.6208854575
10.8361002852,10.7228652974,13.65382242
10.886295451,10.7412367766,13.7405612652
10.8878763133,10.7507130787,13.7735842996
10.8883257562,10.7621903432,13.7736912964
10.9188931697,10.7687330272,13.7744650934
11.0633066381,10.813673139,13.8020351506
11.0659564811,10.8209127594,13.8166558829
11.1732415174,10.8211700182,13.8265621747
11.200375341,10.8336855316,13.8998037106
11.2311890525,10.8352576725,13.941317255
11.235443613,10.848854488,14.0167647066
11.3237226843,10.8889203149,14.1102010143
11.3385014593,10.8894893113,14.1450759582
11.4032201009,10.8915472414,14.1486052813
11.4077987534,10.9432883814,14.1489535485
11.4579433132,10.958987572,14.1716125567
11.6103829211,10.9744911492,14.1788064466
11.763100656,10.992674263,14.1818727176
11.8369730541,11.0020550125,14.2076668404
11.9436288015,11.0523514106,14.2308176591
11.9562354304,11.0878849752,14.239548697
12.6804110687,11.0897156738,14.2432794361
13.8427688305,11.1247251988,14.3144826246
14.2087437514,11.1274251013,14.331365426
14.217579199,11.1369146947,14.3662464284
14.598407186,11.1375432488,14.412597793
14.8177125696,11.1570644451,14.4222241407
15.1780084769,11.1828134839,14.5182551955
15.196048531,11.1851075661,14.5394744566
15.2709944945,11.2217564237,14.5428323646
15.4607192616,11.2380885571,14.5766619287
15.6923026279,11.2429238746,14.6052469049
15.9965892778,11.2745932042,14.6743676189
16.0006312708,11.279226452,14.6848451964
16.0242460869,11.3031134541,14.7220750648
16.1103378678,11.3182925011,14.725822949
16.2256922458,11.3290942962,14.758803474
16.2581500739,11.3455073407,14.7884145661
16.4195394792,11.3514200868,14.7893627082
16.6002598081,11.3569739151,14.8006822166
16.8726842596,11.39355981,14.8094462054
17.0528887656,11.4266607931,14.8512723888
17.0606547356,11.4366187133,14.8530485912
17.1796588877,11.4369552941,14.8540275581
17.3277600855,11.4760197147,14.890404254
17.3433601458,11.5094827434,14.8916967511
17.4129801789,11.5482038788,14.9627581751
17.4804410007,11.585796118,15.0098722846
17.6252385474,11.6168258085,15.0177768801
17.6722954186,11.6748817222,15.0440907187
17.6950379481,11.7023354534,15.0865456732
17.8201033676,11.7291693513,15.1035030426
17.9792311069,11.7406940388,15.1161671286
18.1297256506,11.7547243797,15.1161691134
18.4413856894,11.7791836934,15.1431673824
18.448226516,11.788000969,15.1878300274
18.6043831372,11.7882083156,15.1918698199
18.6819828805,11.8260904859,15.234779117
18.7071127169,11.8346734055,15.2348680562
18.841737876,11.8364567695,15.2371008783
18.8595314006,11.8655163695,15.2407560237
18.9317915521,11.8733153048,15.2803663089
19.2183617365,11.877870973,15.3340807341
19.3557050062,11.9129790583,15.3575304091
19.3639084089,11.9161919547,15.3729132177
19.6644260792,11.9448868371,15.4010154127
19.9084954163,11.9471793298,15.4244453497
20.1665251938,11.9637559874,15.4306374841
20.3189318845,11.9944897337,15.442444579
20.6103652625,12.0370235727,15.4559734407
20.6751297399,12.051881308,15.4616050553
20.8279653701,12.0644823627,15.4808283087
20.8414737528,12.1452103503,15.4916714981
20.9107847628,12.193789002,15.5029784914
21.0032581419,12.2041050626,15.5272705809
21.0531604799,12.208197039,15.5360890421
21.0814849074,12.2086720665,15.5651539985
21.1723336783,12.2255049455,15.5729970757
21.3130215216,12.3012534444,15.5775095652
21.3232027417,12.3149686308,15.617595236
21.3849510598,12.3227696388,15.6296236587
21.5008471721,12.356973195,15.6311041766
21.6167760278,12.371570494,15.6430859762
21.6541897831,12.3772985219,15.6583675288
21.9095651884,12.4242736277,15.6855684755
21.9137156147,12.4572820756,15.7224691039
22.0578944215,12.4820018793,15.7517364088
22.090387179,12.5496884179,15.8755536697
22.2250227291,12.5552773191,15.8843278191
22.3632735684,12.6006169068,15.9914974076
22.5159542924,12.635642206,16.1030845183
22.5406299576,12.6670072709,16.1071906066
22.5845734088,12.6924335719,16.1263020321
22.6067668518,12.7308203329,16.1832955016
22.6396860031,12.8666587383,16.2110015765
22.6684528357,12.8784613085,16.2666971329
22.6800120719,12.9476646177,16.2875182827
22.8230115242,13.0668421226,16.3469183885
22.8296359421,13.0674108435,16.4662265019
22.8336269833,13.0867053815,16.4788088973
22.8918510914,13.3627487332,16.9627429661
